,Train,Train,Train,Train,Train,Train,Valid,Valid,Valid,Valid,Valid,Valid,Test,Test,Test,Test,Test,Test
,RMSE,RMSE,MAE,MAE,R2-score,R2-score,RMSE,RMSE,MAE,MAE,R2-score,R2-score,RMSE,RMSE,MAE,MAE,R2-score,R2-score
,Mean,Sigma,Mean,Sigma,Mean,Sigma,Mean,Sigma,Mean,Sigma,Mean,Sigma,Mean,Sigma,Mean,Sigma,Mean,Sigma
Fold,,,,,,,,,,,,,,,,,,
0,2.2150519854295716,0.02082444790821004,1.7147007102319516,0.02203062481348756,0.6836386494538251,0.0059484386894352315,2.2156281717891266,0.029341495521732607,1.6894146978409488,0.030635076841934193,0.6072458223743791,0.010402462913836546,2.268663615549808,0.017292787632654426,1.767465513064386,0.018643953567087895,0.6582272818013448,0.0052102947249956745
1,2.1999378875451723,0.023113070041004352,1.6931705844390998,0.020864220186810997,0.6868517377999603,0.006580020061861583,2.226915136116424,0.03928821560929389,1.817380545367298,0.03377568966840216,0.6428205910603506,0.012603032241357446,2.3299007303873718,0.024091297567690066,1.8129612331147869,0.01842638779833794,0.6257710718062195,0.0077390940738107155
