RMSE,RMSE,MAE,MAE,R2-score,R2-score
Mean,Sigma,Mean,Sigma,Mean,Sigma
2.299486031049019,0.014890626517751065,1.7902133730895864,0.013106570603198104,0.642308163803121,0.004632561771924742
